"","ktnr","ktname","Einheit","stpf","snpstbetr","mean_stbetr","median_stbetr","gini_stbetr","mean_steink","median_steink","gini_steink","mean_steinka","median_steinka","gini_steinka","mean_reink","median_reink","gini_reink","mean_reinka","median_reinka","gini_reinka","p1","p5","p10","p20","p25","p30","p40","p50","p60","p70","p75","p80","p90","p95","p96","p97","p98","p99","p99_5","p99_9","p99_99","stpfo","stpf_100","stpf_200","stpf_300","stpf_400","stpf_500","stpf_600","stpf_700","stpf_800","stpf_900","stpf_1000","stpf_1100","stpf_1200","stpf_1300","stpf_1400","stpf_1500","stpf_1600","stpf_1700","stpf_1800","stpf_1900","stpf_2000","stpf_u2000","year","Einheit ID"
"182","2","BE","Total",422969,462.868,1094,302,0.763,42754,34700,0.342,31634.41796875,26722.22265625,0.312479883432388,47164,39000,0.339,34231.04296875,29333.333984375,0.288649499416351,0,14100,17100,22300,24400,26500,30500,34700,39600,45900,49700,54500,70300,90000,97600,109200,129100,178200,251500,511100,1500000,0,6675,55162,101038,93272,62080,38933,22961,13446,8216,5291,3425,2372,1767,1261,960,806,631,534,455,373,3311,1989,NA
"183","3","LU","Total",135704,149.074,1099,275,0.781,41053,33400,0.37,29867.767578125,25500,0.342693597078323,45671,37900,0.365,32488.185546875,28190.4765625,0.315111130475998,0,4600,15200,21100,23300,25400,29300,33400,38100,44000,47800,52300,67800,87500,95300,106100,127800,181900,260200,569000,2040600,0,7044,16540,32787,29815,19092,11439,6496,3853,2325,1526,1033,648,473,346,313,237,187,159,143,118,1130,1989,NA
"184","4","UR","Total",14127,15.802,1119,226,0.828,39867,31900,0.38,30049.208984375,23900,0.37825208902359,44302,36200,0.372,32556.353515625,26407.408203125,0.344389200210571,0,12300,15600,20900,22900,24800,28400,31900,35600,40200,43300,46700,57900,72400,78100,85700,102500,142200,199700,558000,NA,0,691,1825,3747,3553,1962,1086,489,243,149,87,48,40,34,26,22,14,12,10,14,5,70,1989,NA
"185","5","SZ","Total",46897,62.499,1333,304,0.801,44362,34500,0.38,32351.57421875,26333.333984375,0.352986216545105,49268,39200,0.372,35156.109375,29083.333984375,0.323638111352921,0,13400,16500,22100,24300,26400,30400,34500,39300,45300,49100,54000,71100,95700,104400,120100,145700,206100,299900,700600,NA,0,1493,5677,11010,10564,6869,4059,2362,1389,790,575,422,276,229,152,137,117,80,73,71,53,499,1989,NA
"186","6","OW","Total",12542,12.84,1024,230,0.804,39298,31500,0.369,29643.072265625,24600,0.3528853058815,43467,35200,0.367,31989.517578125,26900,0.325939744710922,800,12300,15000,20500,22500,24400,27900,31500,35400,40500,43800,47500,62000,81200,89400,100300,119500,165600,227200,494700,NA,0,611,1692,3448,2908,1647,858,467,257,160,105,77,64,41,36,23,15,14,15,8,12,84,1989,NA
"187","7","NW","Total",14786,26.691,1805,310,0.844,49107,35050,0.419,36134.27734375,26600,0.399964094161987,53860,40100,0.407,38868.28515625,29222.22265625,0.369534552097321,1200,14200,17300,22600,24800,26900,30900,35050,40000,45900,49800,54800,72900,1e+05,111200,134500,183100,280700,458900,1571300,NA,0,265,1827,3436,3309,2285,1272,757,441,257,194,138,74,66,41,26,41,33,22,23,27,252,1989,NA
"188","8","GL","Total",18773,16.957,903,259,0.756,41008,34100,0.313,30203.748046875,25866.666015625,0.282873094081879,45463,38000,0.314,32787.09765625,28400,0.259512633085251,12700,15400,18200,22800,24600,26400,30200,34100,38500,44000,47600,51400,65700,82300,89000,98500,115600,156800,235800,458500,NA,0,79,2363,4910,4462,2846,1698,860,523,300,196,114,74,61,37,44,26,21,15,14,13,117,1989,NA
"189","9","ZG","Total",40929,90.526,2212,447,0.81,55761,40300,0.417,40040.65625,30611.111328125,0.382319420576096,60572,44900,0.408,42790.02734375,33333.33203125,0.357921332120895,0,14900,19100,25200,27800,30200,35100,40300,46300,54100,59200,65500,90400,126000,141000,165600,206900,308300,471500,1234000,NA,0,761,3757,7521,8177,6448,4337,2776,1808,1215,829,604,439,333,270,168,186,128,103,103,89,877,1989,NA
"190","10","FR","Total",83988,84.069,1001,257,0.775,40807,33100,0.346,29541.173828125,25100,0.313375055789948,45643,37500,0.343,32319.294921875,27888.888671875,0.286648958921432,0,13500,16300,21500,23600,25600,29300,33100,37500,43300,46900,51400,66600,85500,93400,104100,123400,172000,241600,5e+05,NA,0,1944,11598,21534,19127,11709,6880,3894,2236,1365,903,598,410,303,227,144,144,115,97,87,69,604,1989,NA
"191","11","SO","Total",104572,113.632,1087,318,0.755,41864,35100,0.358,31347.451171875,26733.333984375,0.337229758501053,46030,38900,0.354,33796.4453125,29380.953125,0.313073933124542,0,12400,15500,21500,23900,26200,30600,35100,40000,46200,50200,54700,69500,87600,95000,106100,125200,176500,240500,507100,1487200,0,5008,12737,22527,22353,15548,10097,6062,3436,1920,1234,791,546,358,270,215,183,144,139,121,90,793,1989,NA
"192","12","BS","Total",107676,160.204,1488,374,0.782,47332,37300,0.374,36738.11328125,30000,0.340506136417389,51068,40500,0.366,39137.6171875,32444.4453125,0.320122897624969,0,14000,17200,22800,25200,27600,32400,37300,42700,49300,53500,59100,77900,103600,113300,128600,155900,220900,315900,763700,2612800,0,1796,13371,22563,21674,16905,10596,6586,4083,2525,1728,1228,837,627,476,341,301,265,186,142,142,1304,1989,NA
"193","13","BL","Total",108697,186.072,1712,463,0.761,52382,41100,0.368,36978.48828125,30133.333984375,0.334434777498245,57270,46100,0.36,39848.86328125,32952.3828125,0.311917155981064,0,15400,20000,25800,28500,30900,35900,41100,47300,55100,59900,65800,86900,115100,125400,140600,166700,227200,318000,832900,2905100,0,1455,9408,19536,21632,17257,12309,8411,5243,3544,2277,1584,1167,898,668,530,384,328,254,220,171,1421,1989,NA
"194","14","SH","Total",33708,37.579,1115,349,0.737,44271,36800,0.33,32409.083984375,27900,0.297590494155884,48795,41000,0.329,35056.42578125,30600,0.276006430387497,0,14700,17800,23300,25600,27900,32200,36800,42200,48700,52600,57500,73000,91900,99500,110500,130900,173000,229800,485900,NA,0,430,4027,7152,7321,5196,3564,2194,1279,753,460,303,207,132,121,89,68,54,53,43,35,227,1989,NA
"195","15","AR","Total",27100,29.071,1073,199,0.819,41226,31800,0.357,30216.0234375,24900,0.325833946466446,45828,35700,0.355,32840.2578125,27500,0.299892425537109,0,14100,17400,21700,23300,25000,28300,31800,36200,42000,45800,50250,65700,86600,96200,110300,136600,193650,273300,755800,NA,0,464,3527,8178,5909,3522,2019,1187,655,377,267,175,131,96,75,67,59,39,43,24,38,248,1989,NA
"196","16","AI","Total",5924,5.49,927,216,0.791,38835,31500,0.343,28704.337890625,24000,0.316698610782623,43742,35900,0.342,31424.544921875,26700,0.284512579441071,0,13500,15800,20500,22400,24300,28000,31500,35600,40300,43400,47300,62100,82400,93600,105000,124800,174700,241100,NA,NA,0,105,997,1600,1409,784,387,203,116,67,50,42,31,32,16,6,10,7,4,9,4,45,1989,NA
"197","17","SG","Total",191613,216.152,1128,294,0.78,42814,34900,0.35,30702.982421875,25904.76171875,0.321017742156982,47884,39700,0.346,33572.80078125,28888.888671875,0.292048841714859,0,13800,17000,22400,24600,26600,30700,34900,39600,45300,48900,53300,68400,88600,96800,109400,131600,189900,268900,574600,1863900,0,4765,23033,45373,43025,29962,17797,9627,5421,3361,2129,1426,1031,721,562,414,353,259,248,190,185,1731,1989,NA
"198","18","GR","Total",85803,95.06,1108,272,0.781,39666,31800,0.4,29175.384765625,24400,0.377223044633865,43802,35500,0.393,31502.17578125,26900,0.351334601640701,1000,4400,10200,18000,20800,23100,27500,31800,36700,43100,47000,51700,68100,90000,99000,113200,137000,193800,272500,555400,NA,0,8500,11341,19289,17006,11045,6671,3918,2280,1450,949,618,472,351,269,195,189,142,118,114,75,811,1989,NA
"199","19","AG","Total",225969,265.315,1174,360,0.741,45099,37200,0.332,32437.86328125,27800,0.301486849784851,50101,42100,0.329,35320.1015625,30700,0.276659786701202,0,14900,18700,23900,26200,28400,32800,37200,42500,49000,53000,57900,74500,94400,102300,113700,133800,177800,239700,469400,1311300,0,3147,23795,48618,49718,35916,23438,14247,8640,5440,3365,2206,1577,1045,785,604,484,400,351,242,193,1758,1989,NA
"200","20","TG","Total",96550,95.594,990,278,0.76,42845,34800,0.318,30971.689453125,26400,0.295347481966019,47877,39400,0.317,33798.53515625,29133.333984375,0.268069833517075,13000,16000,19500,23700,25600,27400,31000,34800,39400,45300,49100,53500,68300,87600,94900,105900,125500,172500,235100,469600,NA,0,206,10241,25334,23072,14605,8905,5167,2829,1716,1112,723,479,355,277,224,161,142,129,94,94,685,1989,NA
"201","21","TI","Total",131340,171.999,1310,267,0.808,41327,31900,0.418,30743.412109375,24533.333984375,0.393687129020691,45029,35600,0.41,32963.83203125,27000,0.370965927839279,0,3000,12900,18900,21300,23500,27600,31900,36800,42900,46900,51700,70200,97800,110000,124700,153900,219100,307700,625400,2215400,0,10975,17640,31040,26290,16867,9804,5471,3385,2129,1468,1003,952,696,469,382,328,264,194,192,160,1631,1989,NA
"202","22","VD","Total",260318,400.312,1538,346,0.793,47572,36100,0.379,34880.41796875,28277.77734375,0.341839849948883,52060,40100,0.372,37550.71484375,30900,0.318528413772583,3900,14100,17700,23200,25400,27500,31700,36100,41600,48800,53300,59100,79500,107300,118300,134800,162100,228200,323300,708900,2634300,0,5138,29331,58771,55689,36923,24085,15108,9585,6114,4237,3038,2176,1664,1256,990,828,688,509,432,345,3411,1989,NA
"203","23","VS","Total",120187,96.745,805,216,0.766,34625,29900,0.41,24714.154296875,21900,0.381700724363327,39053,34000,0.409,27233.548828125,25000,0.358572751283646,0,1800,3600,14800,18000,20900,25500,29900,34500,40000,43400,47400,60500,77000,83600,93600,110700,152100,208500,417600,1298900,0,18970,14599,26791,23582,15392,8451,4511,2418,1515,909,609,420,323,262,193,147,130,118,105,85,657,1989,NA
"204","24","NE","Total",72920,76.699,1052,288,0.766,41063,33800,0.362,29645.75,25400,0.326608777046204,45251,37900,0.356,32106.6953125,28100,0.302271395921707,0,12700,15100,20800,23000,25100,29400,33800,38900,45100,49000,53400,68100,87000,94900,106200,126100,171600,234600,511200,NA,0,3010,10112,16956,15062,10446,6799,3815,2104,1252,806,548,389,249,208,178,129,109,88,74,58,528,1989,NA
"205","25","GE","Total",157687,423.228,2684,561,0.801,61321,43800,0.423,44941.27734375,34200,0.383763790130615,65631,47600,0.414,47550.87109375,36800,0.364116072654724,12900,15700,19800,26300,29400,32300,37900,43800,50500,59400,65200,72600,100500,140500,155800,178500,220000,318200,457600,1201400,8725500,0,365,15702,24722,27749,24786,17887,12276,8608,5775,3879,2805,2165,1677,1338,1109,858,714,607,465,393,3807,1989,NA
"206","26","JU","Total",27488,19.612,713,210,0.745,37283,31500,0.31,27146.2421875,23777.77734375,0.278791427612305,41360,35350,0.31,29509.943359375,26100,0.254779458045959,1500,13800,16200,20900,22600,24400,27900,31500,35900,41000,44100,47600,59400,74000,79800,87200,99700,129200,176000,355700,NA,0,324,4424,7814,6179,3964,2117,1018,553,339,211,124,87,67,34,37,31,15,22,20,9,99,1989,NA
"207","1","ZH","Total",580900,1228.38,2115,526,0.778,58645,44900,0.387,43621.10546875,34900,0.356358557939529,63113,49000,0.381,46287.3984375,37533.33203125,0.337032914161682,0,16000,20600,27700,30600,33500,39100,44900,51500,60000,65500,72400,97000,130700,145300,166300,202500,286200,410200,981300,2979400,0,7011,46333,84364,103692,93768,70389,49350,33775,22528,15509,11085,7964,5694,4279,3376,2878,2216,1845,1556,1313,11975,1991,NA
"208","2","BE","Total",436823,529.137,1211,346,0.757,46544,38000,0.341,34564.69140625,29266.666015625,0.314770311117172,51396,42500,0.338,37385.1796875,32100,0.290158182382584,0,15000,18500,24300,26700,29000,33500,38000,43400,50100,54400,59500,76700,97800,105800,118200,139700,192200,268000,548200,1570800,0,6672,45726,87841,95236,69286,46240,29326,17856,11065,7051,4800,3083,2299,1633,1274,1008,771,618,545,463,4030,1991,NA
"209","3","LU","Total",138482,170.404,1231,334,0.769,45224,37000,0.366,33126.87109375,28400,0.340546220541,50084,41800,0.36,35906.03125,31300,0.313261449337006,0,13000,16600,23300,25700,28100,32600,37000,42100,48700,52800,57800,74700,96200,104800,117100,139500,195300,273400,575900,2096600,0,6569,13316,27193,30730,21427,13985,8522,5249,3160,2100,1343,973,677,480,375,305,266,197,159,142,1314,1991,NA
"210","4","UR","Total",14458,25.121,1738,262,0.875,47923,34800,0.438,34807.078125,26066.666015625,0.412732124328613,52584,39400,0.425,37456.3671875,28722.22265625,0.378754258155823,0,12900,16900,22600,24700,26800,31100,34800,38900,44000,47400,51500,63700,78900,86200,94300,114800,153200,213800,502000,NA,0,700,1448,3253,3590,2325,1370,718,359,196,105,80,60,41,33,25,23,16,13,7,9,87,1991,NA
"211","5","SZ","Total",48373,75.917,1569,364,0.8,49500,38300,0.384,36169.49609375,29300,0.357680141925812,54729,43400,0.375,39173.03515625,32238.095703125,0.328604072332382,0,14300,18000,24500,26900,29200,33700,38300,43500,50100,54400,59800,78900,105700,116800,134500,164800,234500,340700,951200,NA,0,1389,4592,9326,10563,7884,4991,3037,1904,1150,777,561,369,273,234,162,124,126,79,94,77,661,1991,NA
"212","6","OW","Total",13008,15.416,1185,293,0.793,43928,35400,0.369,32816.375,27700,0.348424285650253,48523,39600,0.367,35394.609375,30292.857421875,0.321835398674011,0,12900,16200,22800,25200,27500,31600,35400,39600,45000,48500,53100,69200,91400,99400,112600,132200,182500,249500,462200,NA,0,624,1328,2673,3269,2077,1118,649,376,225,159,98,78,62,39,32,29,25,13,16,7,111,1991,NA
"213","7","NW","Total",15682,31.73,2023,361,0.839,53724,38500,0.417,39658.8984375,29600,0.39501079916954,58712,43500,0.406,42545.27734375,32266.666015625,0.366024911403656,3100,15200,18800,24700,27100,29500,33900,38500,44000,50500,55000,60500,81300,110000,122500,146700,2e+05,329000,525000,1490600,NA,0,239,1573,3066,3407,2564,1621,984,584,407,265,186,131,104,54,39,40,33,28,27,16,314,1991,NA
"214","8","GL","Total",19291,19.776,1025,304,0.752,44644,37100,0.323,32831.77734375,28200,0.29555732011795,49606,41500,0.322,35705.80859375,31166.666015625,0.270428955554962,0,15800,19400,24500,26700,28800,32900,37100,42000,48000,51700,56200,71000,89800,98100,108300,130600,180000,245400,525600,NA,0,235,1860,4198,4519,3249,2030,1185,655,402,236,170,93,72,65,39,38,29,22,26,15,153,1991,NA
"215","9","ZG","Total",42487,120.139,2828,524,0.826,64287,44600,0.442,47267.94140625,34100,0.419481694698334,69426,49400,0.431,50219.14453125,37047.6171875,0.394954174757004,0,16000,21000,27700,30700,33400,38700,44600,51300,60200,65900,73000,100400,140100,155900,183500,231400,336500,525300,1489700,NA,0,727,3073,6327,7806,6774,4949,3473,2387,1566,1113,761,600,458,345,272,250,156,131,114,88,1117,1991,NA
"216","10","FR","Total",88913,101.584,1143,303,0.774,44977,36500,0.345,32750.953125,27700,0.317598283290863,50228,41300,0.342,35774.36328125,30769.23046875,0.290522873401642,0,14500,17900,23700,26000,28200,32300,36500,41400,47700,51700,56500,72500,93400,101000,112200,133300,185900,254800,575000,NA,0,1768,9693,18996,20413,14019,8860,5266,3157,1845,1214,867,553,364,301,206,184,139,116,114,75,763,1991,NA
"217","11","SO","Total",108793,133.72,1229,372,0.75,45869,38400,0.358,35374.06640625,30000,0.345202594995499,50042,42100,0.355,37831.359375,32666.666015625,0.322213232517242,0,13100,16700,23500,26300,28800,33600,38400,43600,50500,54800,59900,76200,96500,104500,116700,139500,192800,269900,543900,1934400,0,5045,10599,19673,22621,17480,11648,7653,4686,2763,1718,1093,760,518,380,304,223,217,149,142,109,1012,1991,NA
"218","12","BS","Total",108670,181.953,1674,421,0.784,51831,40600,0.375,40896,33166.66796875,0.34464755654335,55507,43800,0.369,43257.30859375,35500,0.326007485389709,0,15100,18800,24900,27600,30200,35400,40600,46500,53700,58300,64200,84700,112400,122800,139300,169200,242000,342500,926000,3002300,0,1367,11197,19499,20879,17858,12439,7831,5009,3285,2162,1420,1108,812,581,411,404,252,231,218,157,1550,1991,NA
"219","13","BL","Total",111176,213.017,1916,529,0.755,57423,45100,0.365,40775.71484375,33400,0.332379430532455,62659,50400,0.357,43863.171875,36400,0.309787064790726,0,16800,21900,28500,31400,34100,39400,45100,51800,60300,65700,72400,95200,125100,136600,153500,182200,249100,355700,858000,2697500,0,1233,7539,16211,20616,18312,13485,9752,6581,4597,2994,2102,1579,1116,885,644,485,417,332,273,231,1792,1991,NA
"220","14","SH","Total",34347,42.138,1227,394,0.733,47938,40100,0.328,35251.62109375,30500,0.297785997390747,52767,44500,0.327,38082.20703125,33400,0.275736957788467,0,15700,19400,25500,28000,30500,35300,40100,45600,52600,56800,61900,79100,99200,107400,120000,142000,186700,249100,504200,NA,0,427,3278,6196,7187,5694,4085,2552,1588,1067,599,376,266,187,137,116,92,73,47,54,41,285,1991,NA
"221","15","AR","Total",27455,33.27,1212,243,0.81,45479,35700,0.358,32930.5859375,27100,0.332771778106689,50565,40200,0.355,35809.2421875,30000,0.306415438652039,0,14800,18800,23800,25800,27800,31700,35700,40600,46800,50800,55900,72800,96300,105900,120700,147400,208600,303400,725800,NA,0,632,2618,6452,6461,4159,2547,1508,942,527,360,240,177,138,93,69,67,55,44,46,25,295,1991,NA
"222","16","AI","Total",6133,6.953,1134,262,0.799,43690,35200,0.353,32117.103515625,26600,0.32990962266922,49228,40700,0.349,35176.1328125,29700,0.29541489481926,0,14400,17500,22800,24900,27200,31100,35200,39500,45000,48200,52300,68000,92000,101100,114700,137900,199300,284400,NA,NA,0,118,742,1404,1472,997,555,273,149,102,65,52,37,25,25,12,6,16,11,4,7,61,1991,NA
"223","17","SG","Total",198619,254.06,1279,330,0.781,46809,37900,0.355,33445.578125,28000,0.327889502048492,52232,43100,0.349,36510.9296875,31200,0.299466550350189,0,14600,18200,24300,26700,29000,33300,37900,43100,49500,53500,58300,75000,97000,106100,120200,143500,206100,293900,642100,2196200,0,5048,19176,39843,43360,32640,21625,12756,7538,4561,2857,1893,1321,1049,739,540,459,382,281,234,201,2116,1991,NA
"224","18","GR","Total",88156,113.681,1290,317,0.784,44012,35100,0.405,32430.4375,26979.16796875,0.381789088249207,48419,38900,0.397,34917.0703125,29615.384765625,0.356782883405685,1000,4800,12700,19900,23000,25500,30300,35100,40400,47300,51600,56900,75200,1e+05,110000,125400,151500,211300,3e+05,635900,NA,0,8184,9485,16802,17724,12294,8111,4995,3019,1882,1241,886,611,480,336,293,247,188,148,133,102,995,1991,NA
"225","19","AG","Total",236005,326.716,1384,435,0.736,50384,41500,0.336,36365.08203125,31200,0.303904742002487,55725,46800,0.332,39461.484375,34238.09375,0.280088603496552,0,16100,20400,26600,29100,31600,36500,41500,47500,54800,59300,64900,83500,106200,114500,127600,149000,199800,268100,509600,1482000,0,3031,19086,40557,48392,39328,28167,18703,11970,7738,5001,3411,2307,1565,1225,879,670,521,424,353,321,2356,1991,NA
"226","20","TG","Total",102212,114.396,1119,316,0.762,46437,37900,0.325,33550.46484375,28400,0.303384482860565,51956,43100,0.322,36669.1484375,31600,0.275200009346008,13300,16600,20400,25400,27500,29600,33700,37900,42900,49100,53100,57900,74200,95100,103000,115300,137000,186000,253000,524900,1972100,0,529,8998,21904,24240,17125,10884,6506,3786,2280,1517,991,671,483,350,296,219,189,156,115,111,862,1991,NA
"227","21","TI","Total",135566,193.819,1430,304,0.803,44636,34600,0.417,33128.65625,26777.77734375,0.391280055046082,48714,38600,0.409,35575.8515625,29444.4453125,0.368721514940262,0,2900,13500,20300,23000,25300,30000,34600,39900,46700,51000,56400,76500,105200,117700,133900,165000,236200,329300,628100,2611300,0,11274,15135,27645,27316,18778,11695,7061,4369,2828,1914,1387,927,909,574,476,377,345,268,222,177,1889,1991,NA
"228","22","VD","Total",270048,473.036,1752,406,0.787,52327,39800,0.381,38341.03125,31000,0.346332162618637,57230,44200,0.373,41248.734375,33800,0.322433561086655,4300,15100,19200,25300,27800,30100,34800,39800,45800,53700,58900,65300,88100,118100,130600,148200,178000,248100,352300,797900,2673300,0,5043,24289,50384,55964,41483,27720,18872,12199,8444,5624,4056,2940,2110,1710,1311,1090,851,667,565,498,4228,1991,NA
